generation,max_fitness,avg_fitness,std_dev
1,15.700000000000001,6.689960000000001,3.739336614748666
2,23.6,8.926200000000001,4.235761093357369
3,23.6,9.402400000000002,5.239306671688535
4,23.6,10.60472,6.179026081964695
5,23.699999999999992,10.46008,6.644464257831478
6,25.700000000000003,11.781480000000002,6.447658673472103
7,25.700000000000003,10.02224,5.622238709126464
8,32.70200000000005,12.273240000000001,6.7861323640495
9,32.70200000000005,11.770040000000002,6.5248256067423025
10,32.70200000000005,11.589480000000004,7.079272672358374
11,32.70200000000005,14.025840000000006,7.4437777166167525
12,41.45600000000002,11.90956,7.92531081828341
13,41.45600000000002,13.298920000000003,8.564228789190542
14,84.0,12.831320000000003,13.085792048538753
15,111.0,15.038640000000001,18.55247081955393
16,111.0,16.65888,17.988839834341736
17,111.0,17.521,21.421384826383193
18,111.0,17.07008,23.316923862156433
19,111.0,24.12316000000002,30.593208660982302
20,145.20000000000002,23.777080000000016,30.151274600480857
21,145.20000000000002,26.642000000000017,31.179073751476363
22,145.20000000000002,21.920560000000002,27.95201441339068
23,145.20000000000002,30.18208000000003,34.87210503072054
24,145.20000000000002,20.269800000000004,29.473938153562038
25,145.20000000000002,19.978040000000004,24.807443387789885
26,149.4,25.398199999999996,34.43000102062154
27,149.4,19.6878,27.30139727486489
28,149.4,23.650080000000003,31.27444645575042
29,149.4,20.99668,33.22312168501931
30,149.4,23.550880000000003,32.879528014033305
31,151.0,26.4898,34.77671810220165
32,151.0,38.37536000000001,46.24502749215747
33,151.0,28.238360000000004,38.993784224032424
34,151.0,27.951079999999983,39.15461029755752
35,151.0,34.86228000000002,42.50722613958246
36,151.0,35.989000000000004,41.97741441537342
37,151.0,36.997440000000005,43.75028115482688
38,151.0,29.575960000000006,40.21253501581814
39,151.0,35.29619999999999,42.39564415597432
40,151.0,39.6368,50.34222789825655
